Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,2.4517E-17,-0.013906,4.1343E-16,0,0,0,0.092827,0.00014637,1.0171E-18,-4.8057E-19,0.00027935,3.4898E-18,0.00014637,0,0,0,0,0,0,package://SoftGrasperAssembly_SimplifiedTilt/meshes/base_link.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://SoftGrasperAssembly_SimplifiedTilt/meshes/base_link.STL,,GrasperMount_LinearMove-1,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
CylinderCons,-3.2048E-15,-0.02443,1.1831E-15,0,0,0,0.0026009,7.883E-06,-2.8867E-21,-7.2813E-21,1.5503E-05,1.951E-20,7.883E-06,0,0,0,0,0,0,package://SoftGrasperAssembly_SimplifiedTilt/meshes/CylinderCons.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://SoftGrasperAssembly_SimplifiedTilt/meshes/CylinderCons.STL,,ConstrainingCylinder-1,Origin_BCC,Axis_BCC,BCC,prismatic,0,0,-0.077479,1.5708,0,0,base_link,0,1,0,0,0,-2.5,2.5,,,0.1,0.1,,,,
SoftSupport1,-3.4902E-15,-6.088E-05,-0.0096819,0,0,0,0.020019,2.8922E-06,2.1911E-21,1.5668E-20,3.6958E-06,-8.3292E-10,5.9269E-06,0,0,0,0,0,0,package://SoftGrasperAssembly_SimplifiedTilt/meshes/SoftSupport1.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://SoftGrasperAssembly_SimplifiedTilt/meshes/SoftSupport1.STL,,SoftJawSupport-1,Origin_LinearJaw1,Axis_LinearJaw1,LinearJaw1,prismatic,0,-0.027244,-0.059827,0,0,0,CylinderCons,0,0,1,0,0,0,1,,,0.1,0.1,,,,
SoftJaw1,-3.4765E-15,0,-0.054391,0,0,0,0.015121,1.7236E-06,-3.9044E-22,-2.0905E-21,1.331E-06,9.9438E-22,2.4259E-06,0,0,0,0,0,0,package://SoftGrasperAssembly_SimplifiedTilt/meshes/SoftJaw1.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://SoftGrasperAssembly_SimplifiedTilt/meshes/SoftJaw1.STL,,SoftJaw_Sealed-1,Origin_SJ1,Axis_SJ1,SJ1,fixed,0,0,0.0598266171208976,0,0,0,SoftSupport1,0,0,0,,,,,,,,,,,,
SoftSupport2,-5.0259E-09,-6.0879E-05,-0.0054921,0,0,0,0.020019,2.8922E-06,2.1735E-13,2.0391E-13,3.6958E-06,-8.3305E-10,5.9269E-06,0,0,0,0,0,0,package://SoftGrasperAssembly_SimplifiedTilt/meshes/SoftSupport2.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://SoftGrasperAssembly_SimplifiedTilt/meshes/SoftSupport2.STL,,SoftJawSupport-3,Origin_LinearJaw2,Axis_LinearJaw2,LinearJaw2,prismatic,-0.05544,-0.027244,0.032008,3.1416,1.0472,3.1416,CylinderCons,0,0,1,0,0,0,1,,,0.1,0.1,,,,
SoftJaw2,6.7375E-11,1.3878E-17,-0.054391,0,0,0,0.015121,1.7236E-06,-1.6175E-21,-1.0243E-14,1.331E-06,-2.1171E-22,2.4259E-06,0,0,0,0,0,0,package://SoftGrasperAssembly_SimplifiedTilt/meshes/SoftJaw2.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://SoftGrasperAssembly_SimplifiedTilt/meshes/SoftJaw2.STL,,SoftJaw_Sealed-3,Origin_SJ2,Axis_SJ2,SJ2,fixed,0,0,0.0640164433692816,0,0,0,SoftSupport2,0,0,0,,,,,,,,,,,,
SoftSupport3,5.0259E-09,-6.0879E-05,-0.031111,0,0,0,0.020019,2.8922E-06,-2.1735E-13,-2.0391E-13,3.6958E-06,-8.3305E-10,5.9269E-06,0,0,0,0,0,0,package://SoftGrasperAssembly_SimplifiedTilt/meshes/SoftSupport3.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://SoftGrasperAssembly_SimplifiedTilt/meshes/SoftSupport3.STL,,SoftJawSupport-2,Origin_LinearJaw3,Axis_LinearJaw3,LinearJaw3,prismatic,0.033253,-0.027244,0.019199,3.1416,-1.0472,3.1416,CylinderCons,0,0,1,0,0,0,1,,,0.1,0.1,,,,
SoftJaw3,-6.7381E-11,-1.3878E-17,-0.054391,0,0,0,0.015121,1.7236E-06,-1.6818E-21,1.0243E-14,1.331E-06,4.6028E-22,2.4259E-06,0,0,0,0,0,0,package://SoftGrasperAssembly_SimplifiedTilt/meshes/SoftJaw3.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://SoftGrasperAssembly_SimplifiedTilt/meshes/SoftJaw3.STL,,SoftJaw_Sealed-2,Origin_SJ3,,SJ3,fixed,0,0,0.038397,0,0,0,SoftSupport3,0,0,0,,,,,,,,,,,,
