2024-02-22 16:22:38,704.704,__main___datalogs,INFO,program_mode,x_mm,y_mm,z_mm,P_closure_psi,P_jaw1_psi,P_jaw2_psi,P_jaw3_psi,commanded_radius_mm, commanded_P_jaw1_psi, commanded_P_jaw2_psi, commanded_P_jaw3_psi,A,B,X,Y,SL,SR,+,Stick In,Home,R,ZR,Axes 1, Axes 2,move_to_pre_grasp,move_to_grasp,grasp,lift_after_grasp,move_to_pre_release,move_to_release,release,lift_after_release,1,2,3,4,5,6,7,8,9
2024-02-22 16:22:39,261.261,__main___datalogs,INFO,JoyConState.NORMAL,0.000000,0.000000,0.000000,0.089258,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,-0.0098876953125,0.000579833984375,0,0,0,0,0,0,0,0,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted
2024-02-22 16:22:39,319.319,__main___datalogs,INFO,JoyConState.NORMAL,0.000000,0.000000,0.000000,0.084681,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,-0.0098876953125,0.000579833984375,0,0,0,0,0,0,0,0,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted
2024-02-22 16:22:39,391.391,__main___datalogs,INFO,JoyConState.NORMAL,0.000000,0.000000,0.000000,0.089258,0.009155,0.004577,0.004577,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,-0.0098876953125,0.000579833984375,0,0,0,0,0,0,0,0,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted
2024-02-22 16:22:39,455.455,__main___datalogs,INFO,JoyConState.NORMAL,0.000000,0.000000,0.000000,0.089258,0.004577,0.000000,0.004577,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,-0.0098876953125,0.000579833984375,0,0,0,0,0,0,0,0,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted
2024-02-22 16:22:39,527.527,__main___datalogs,INFO,JoyConState.NORMAL,0.000000,0.000000,0.000000,0.084681,0.004577,0.004577,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,-0.0098876953125,0.000579833984375,0,0,0,0,0,0,0,0,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted
2024-02-22 16:22:39,583.583,__main___datalogs,INFO,JoyConState.NORMAL,0.000000,0.000000,0.000000,0.084681,0.004577,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,-0.0098876953125,0.000579833984375,0,0,0,0,0,0,0,0,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted
2024-02-22 16:22:39,639.639,__main___datalogs,INFO,JoyConState.NORMAL,0.000000,0.000000,0.000000,0.089258,0.004577,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,-0.0098876953125,0.000579833984375,0,0,0,0,0,0,0,0,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted
2024-02-22 16:22:39,695.695,__main___datalogs,INFO,JoyConState.NORMAL,0.000000,0.000000,0.000000,0.084681,0.004577,0.000000,-0.004577,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,-0.0098876953125,0.000579833984375,0,0,0,0,0,0,0,0,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted
2024-02-22 16:22:39,766.766,__main___datalogs,INFO,JoyConState.NORMAL,0.000000,0.000000,0.000000,0.089258,0.004577,-0.002289,-0.004577,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,-0.0098876953125,0.000579833984375,0,0,0,0,0,0,0,0,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted
2024-02-22 16:22:39,823.823,__main___datalogs,INFO,JoyConState.NORMAL,0.000000,0.000000,0.000000,0.084681,0.004577,0.000000,-0.004577,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,-0.0098876953125,0.000579833984375,0,0,0,0,0,0,0,0,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted
