2024-09-02 15:07:06,571.571,__main___datalogs,INFO,time_delta_s,program_mode,x_mm,y_mm,z_mm,current closure distance (mm), jaw force (N), current position 1, current position 2, currentDistance_mm, commandedPosition_mm, RawForceArray (count),ForceArray (N),A,B,X,Y,SL,SR,+,Stick In,Home,R,ZR,Axes 1, Axes 2,move_to_pre_grasp,move_to_grasp,grasp,lift_after_grasp,move_to_pre_release,move_to_release,release,lift_after_release,1,2,3,4,5,6,7,8,9,Mode
2024-09-02 15:07:07,162.162,__main___datalogs,INFO,0.591153621673584,JoyConState.NORMAL,0.000000,0.000000,0.000000,11.147800, -1.588050, 1489.000000, 2125.000000, 11.147800, 60.000000, 1438.000000, -1.588050,0,0,0,0,0,0,0,0,0,0,0,0.0577392578125,-0.01171875,0,0,0,0,0,0,0,0,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,NORMAL
2024-09-02 15:07:07,275.275,__main___datalogs,INFO,0.704139232635498,JoyConState.NORMAL,0.000000,0.000000,0.000000,15.030200, -1.592373, 1513.000000, 2097.000000, 15.030200, 60.000000, 1437.000000, -1.592373,0,0,0,0,0,0,0,0,0,0,0,0.0577392578125,-0.01171875,0,0,0,0,0,0,0,0,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,NORMAL
2024-09-02 15:07:07,371.371,__main___datalogs,INFO,0.7997543811798096,JoyConState.NORMAL,0.000000,0.000000,0.000000,23.397600, -1.605344, 1570.000000, 2042.000000, 23.397600, 60.000000, 1434.000000, -1.605344,0,0,0,0,0,0,0,0,0,0,0,0.0577392578125,-0.01171875,0,0,0,0,0,0,0,0,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,NORMAL
2024-09-02 15:07:07,467.467,__main___datalogs,INFO,0.8961381912231445,JoyConState.NORMAL,0.000000,0.000000,0.000000,28.779000, -1.588050, 1609.000000, 2009.000000, 28.779000, 60.000000, 1438.000000, -1.588050,0,0,0,0,0,0,0,0,0,0,0,0.0577392578125,-0.01171875,0,0,0,0,0,0,0,0,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,NORMAL
2024-09-02 15:07:07,562.562,__main___datalogs,INFO,0.9911355972290039,JoyConState.NORMAL,0.000000,0.000000,0.000000,34.454200, -1.579402, 1645.000000, 1969.000000, 34.454200, 60.000000, 1440.000000, -1.579402,0,0,0,0,0,0,0,0,0,0,0,0.0577392578125,-0.01171875,0,0,0,0,0,0,0,0,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,NORMAL
2024-09-02 15:07:07,660.660,__main___datalogs,INFO,1.0877063274383545,JoyConState.NORMAL,0.000000,0.000000,0.000000,38.265400, -1.575079, 1672.000000, 1945.000000, 38.265400, 60.000000, 1441.000000, -1.575079,0,0,0,0,0,0,0,0,0,0,0,0.0577392578125,-0.01171875,0,0,0,0,0,0,0,0,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,NORMAL
2024-09-02 15:07:07,755.755,__main___datalogs,INFO,1.1830766201019287,JoyConState.NORMAL,0.000000,0.000000,0.000000,42.147800, -1.566432, 1696.000000, 1917.000000, 42.147800, 60.000000, 1443.000000, -1.566432,0,0,0,0,0,0,0,0,0,0,0,0.0577392578125,-0.01171875,0,0,0,0,0,0,0,0,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,NORMAL
2024-09-02 15:07:07,851.851,__main___datalogs,INFO,1.2799482345581055,JoyConState.NORMAL,0.000000,0.000000,0.000000,44.838000, -1.579402, 1715.000000, 1900.000000, 44.838000, 60.000000, 1440.000000, -1.579402,0,0,0,0,0,0,0,0,0,0,0,0.0577392578125,-0.01171875,0,0,0,0,0,0,0,0,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,NORMAL
2024-09-02 15:07:07,963.963,__main___datalogs,INFO,1.3910927772521973,JoyConState.NORMAL,0.000000,0.000000,0.000000,47.525200, -1.566432, 1731.000000, 1880.000000, 47.525200, 60.000000, 1443.000000, -1.566432,0,0,0,0,0,0,0,0,0,0,0,0.0577392578125,-0.01171875,0,0,0,0,0,0,0,0,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,NORMAL
2024-09-02 15:07:08,059.059,__main___datalogs,INFO,1.488053560256958,JoyConState.NORMAL,0.000000,0.000000,0.000000,49.617800, -1.575079, 1746.000000, 1867.000000, 49.617800, 60.000000, 1441.000000, -1.575079,0,0,0,0,0,0,0,0,0,0,0,0.0577392578125,-0.01171875,0,0,0,0,0,0,0,0,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,NORMAL
