2024-06-21 14:56:19,944.944,__main___datalogs,INFO,time_delta_s,program_mode,x_mm,y_mm,z_mm,current closure distance (mm), jaw force (N), current position 1, current position 2, currentDistance_mm, commandedPosition_mm, RawForceArray (count),ForceArray (N),A,B,X,Y,SL,SR,+,Stick In,Home,R,ZR,Axes 1, Axes 2,move_to_pre_grasp,move_to_grasp,grasp,lift_after_grasp,move_to_pre_release,move_to_release,release,lift_after_release,1,2,3,4,5,6,7,8,9,Mode
2024-06-21 14:56:20,520.520,__main___datalogs,INFO,0.5765671730041504,JoyConState.NORMAL,0.000000,0.000000,0.000000,0.000000, -0.684422, 1989.000000, 1533.000000, 0.000000, 0.000000, 1647.000000, -0.684422,0,0,0,0,0,0,0,0,0,0,0,-0.0098876953125,0.000579833984375,0,0,0,0,0,0,0,0,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,NORMAL
2024-06-21 14:56:20,633.633,__main___datalogs,INFO,0.6888501644134521,JoyConState.NORMAL,0.000000,0.000000,0.000000,0.000000, -0.675775, 1988.000000, 1533.000000, 0.000000, 0.000000, 1649.000000, -0.675775,0,0,0,0,0,0,0,0,0,0,0,-0.0098876953125,0.000579833984375,0,0,0,0,0,0,0,0,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,NORMAL
2024-06-21 14:56:20,729.729,__main___datalogs,INFO,0.784818172454834,JoyConState.NORMAL,0.000000,0.000000,0.000000,0.000000, -0.675775, 1988.000000, 1533.000000, 0.000000, 0.000000, 1649.000000, -0.675775,0,0,0,0,0,0,0,0,0,0,0,-0.0098876953125,0.000579833984375,0,0,0,0,0,0,0,0,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,NORMAL
2024-06-21 14:56:20,824.824,__main___datalogs,INFO,0.8805811405181885,JoyConState.NORMAL,0.000000,0.000000,0.000000,0.000000, -0.684422, 1988.000000, 1533.000000, 0.000000, 0.000000, 1647.000000, -0.684422,0,0,0,0,0,0,0,0,0,0,0,-0.0098876953125,0.000579833984375,0,0,0,0,0,0,0,0,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,NORMAL
2024-06-21 14:56:20,920.920,__main___datalogs,INFO,0.9765429496765137,JoyConState.NORMAL,0.000000,0.000000,0.000000,0.000000, -0.688746, 1988.000000, 1533.000000, 0.000000, 0.000000, 1646.000000, -0.688746,0,0,0,0,0,0,0,0,0,0,0,-0.0098876953125,0.000579833984375,0,0,0,0,0,0,0,0,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,NORMAL
2024-06-21 14:56:21,017.017,__main___datalogs,INFO,1.0727238655090332,JoyConState.NORMAL,0.000000,0.000000,0.000000,0.000000, -0.684422, 1988.000000, 1533.000000, 0.000000, 0.000000, 1647.000000, -0.684422,0,0,0,0,0,0,0,0,0,0,0,-0.0098876953125,0.000579833984375,0,0,0,0,0,0,0,0,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,NORMAL
2024-06-21 14:56:21,112.112,__main___datalogs,INFO,1.168595790863037,JoyConState.NORMAL,0.000000,0.000000,0.000000,0.000000, -0.684422, 1988.000000, 1533.000000, 0.000000, 0.000000, 1647.000000, -0.684422,0,0,0,0,0,0,0,0,0,0,0,-0.0098876953125,0.000579833984375,0,0,0,0,0,0,0,0,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,NORMAL
2024-06-21 14:56:21,209.209,__main___datalogs,INFO,1.2650249004364014,JoyConState.NORMAL,0.000000,0.000000,0.000000,0.000000, -0.675775, 1988.000000, 1533.000000, 0.000000, 0.000000, 1649.000000, -0.675775,0,0,0,0,0,0,0,0,0,0,0,-0.0098876953125,0.000579833984375,0,0,0,0,0,0,0,0,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,NORMAL
2024-06-21 14:56:21,305.305,__main___datalogs,INFO,1.3607101440429688,JoyConState.NORMAL,0.000000,0.000000,0.000000,0.000000, -0.684422, 1989.000000, 1533.000000, 0.000000, 0.000000, 1647.000000, -0.684422,0,0,0,0,0,0,0,0,0,0,0,-0.0098876953125,0.000579833984375,0,0,0,0,0,0,0,0,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,NORMAL
2024-06-21 14:56:21,401.401,__main___datalogs,INFO,1.4568090438842773,JoyConState.NORMAL,0.000000,0.000000,0.000000,0.000000, -0.675775, 1988.000000, 1533.000000, 0.000000, 0.000000, 1649.000000, -0.675775,0,0,0,0,0,0,0,0,0,0,0,-0.0098876953125,0.000579833984375,0,0,0,0,0,0,0,0,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,NORMAL
