2024-06-19 14:34:47,550.550,__main___datalogs,INFO,time_delta_s,program_mode,x_mm,y_mm,z_mm,current closure distance (mm), jaw force (N), current position 1, current position 2, currentDistance_mm, commandedPosition_mm, RawForceArray (count),ForceArray (N),A,B,X,Y,SL,SR,+,Stick In,Home,R,ZR,Axes 1, Axes 2,move_to_pre_grasp,move_to_grasp,grasp,lift_after_grasp,move_to_pre_release,move_to_release,release,lift_after_release,1,2,3,4,5,6,7,8,9,Mode
2024-06-19 14:34:48,142.142,__main___datalogs,INFO,0.5921308994293213,JoyConState.NORMAL,0.000000,0.000000,0.000000,0.000000, 0.062857, 1427.000000, 2082.000000, 0.000000, 0.000000, 1620.000000, 27.342857,0,0,0,0,0,0,0,0,0,0,0,0.045257568359375,-0.01416015625,0,0,0,0,0,0,0,0,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,NORMAL
2024-06-19 14:34:48,254.254,__main___datalogs,INFO,0.7047996520996094,JoyConState.NORMAL,0.000000,0.000000,0.000000,0.000000, 0.000000, 1427.000000, 2082.000000, 0.000000, 0.000000, 1618.000000, 27.280000,0,0,0,0,0,0,0,0,0,0,0,0.045257568359375,-0.01416015625,0,0,0,0,0,0,0,0,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,NORMAL
2024-06-19 14:34:48,350.350,__main___datalogs,INFO,0.8002674579620361,JoyConState.NORMAL,0.000000,0.000000,0.000000,0.000000, 0.062857, 1428.000000, 2082.000000, 0.000000, 0.000000, 1620.000000, 27.342857,0,0,0,0,0,0,0,0,0,0,0,0.045257568359375,-0.01416015625,0,0,0,0,0,0,0,0,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,NORMAL
2024-06-19 14:34:48,447.447,__main___datalogs,INFO,0.8970084190368652,JoyConState.NORMAL,0.000000,0.000000,0.000000,0.000000, 0.062857, 1428.000000, 2082.000000, 0.000000, 0.000000, 1620.000000, 27.342857,0,0,0,0,0,0,0,0,0,0,0,0.045257568359375,-0.01416015625,0,0,0,0,0,0,0,0,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,NORMAL
2024-06-19 14:34:48,541.541,__main___datalogs,INFO,0.9917807579040527,JoyConState.NORMAL,0.000000,0.000000,0.000000,0.000000, 0.000000, 1427.000000, 2082.000000, 0.000000, 0.000000, 1618.000000, 27.280000,0,0,0,0,0,0,0,0,0,0,0,0.045257568359375,-0.01416015625,0,0,0,0,0,0,0,0,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,NORMAL
2024-06-19 14:34:48,638.638,__main___datalogs,INFO,1.0884859561920166,JoyConState.NORMAL,0.000000,0.000000,0.000000,0.000000, 0.062857, 1427.000000, 2082.000000, 0.000000, 0.000000, 1620.000000, 27.342857,0,0,0,0,0,0,0,0,0,0,0,0.045257568359375,-0.01416015625,0,0,0,0,0,0,0,0,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,NORMAL
2024-06-19 14:34:48,734.734,__main___datalogs,INFO,1.1842639446258545,JoyConState.NORMAL,0.000000,0.000000,0.000000,0.000000, 0.062857, 1427.000000, 2082.000000, 0.000000, 0.000000, 1620.000000, 27.342857,0,0,0,0,0,0,0,0,0,0,0,0.045257568359375,-0.01416015625,0,0,0,0,0,0,0,0,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,NORMAL
2024-06-19 14:34:48,831.831,__main___datalogs,INFO,1.2809734344482422,JoyConState.NORMAL,0.000000,0.000000,0.000000,0.000000, 0.062857, 1427.000000, 2082.000000, 0.000000, 0.000000, 1620.000000, 27.342857,0,0,0,0,0,0,0,0,0,0,0,0.045257568359375,-0.01416015625,0,0,0,0,0,0,0,0,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,NORMAL
2024-06-19 14:34:48,941.941,__main___datalogs,INFO,1.3918790817260742,JoyConState.NORMAL,0.000000,0.000000,0.000000,0.000000, 0.000000, 1427.000000, 2082.000000, 0.000000, 0.000000, 1618.000000, 27.280000,0,0,0,0,0,0,0,0,0,0,0,0.045257568359375,-0.01416015625,0,0,0,0,0,0,0,0,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,NORMAL
2024-06-19 14:34:49,039.039,__main___datalogs,INFO,1.4883065223693848,JoyConState.NORMAL,0.000000,0.000000,0.000000,0.000000, 0.000000, 1427.000000, 2082.000000, 0.000000, 0.000000, 1618.000000, 27.280000,0,0,0,0,0,0,0,0,0,0,0,0.045257568359375,-0.01416015625,0,0,0,0,0,0,0,0,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,NORMAL
