2024-06-19 11:31:29,541.541,__main___datalogs,INFO,time_delta_s,program_mode,x_mm,y_mm,z_mm,current closure distance (mm), jaw force (N), current position 1, current position 2, currentDistance_mm, commandedPosition_mm, RawForceArray (count),ForceArray (N),A,B,X,Y,SL,SR,+,Stick In,Home,R,ZR,Axes 1, Axes 2,move_to_pre_grasp,move_to_grasp,grasp,lift_after_grasp,move_to_pre_release,move_to_release,release,lift_after_release,1,2,3,4,5,6,7,8,9,Mode
2024-06-19 11:31:30,133.133,__main___datalogs,INFO,0.5924153327941895,JoyConState.NORMAL,0.000000,0.000000,0.000000,0.000000, 0.062857, 1989.000000, 1523.000000, 0.000000, 0.000000, 1587.000000, 26.305714,0,0,0,0,0,0,0,0,0,0,0,0.0379638671875,-0.015411376953125,0,0,0,0,0,0,0,0,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,NORMAL
2024-06-19 11:31:30,245.245,__main___datalogs,INFO,0.7041168212890625,JoyConState.NORMAL,0.000000,0.000000,0.000000,0.000000, 0.000000, 1989.000000, 1524.000000, 0.000000, 0.000000, 1585.000000, 26.242857,0,0,0,0,0,0,0,0,0,0,0,0.0379638671875,-0.015411376953125,0,0,0,0,0,0,0,0,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,NORMAL
2024-06-19 11:31:30,341.341,__main___datalogs,INFO,0.7998604774475098,JoyConState.NORMAL,0.000000,0.000000,0.000000,0.000000, 0.000000, 1989.000000, 1523.000000, 0.000000, 0.000000, 1585.000000, 26.242857,0,0,0,0,0,0,0,0,0,0,0,0.0379638671875,-0.015411376953125,0,0,0,0,0,0,0,0,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,NORMAL
2024-06-19 11:31:30,438.438,__main___datalogs,INFO,0.8966019153594971,JoyConState.NORMAL,0.000000,0.000000,0.000000,0.000000, 0.062857, 1989.000000, 1523.000000, 0.000000, 0.000000, 1587.000000, 26.305714,0,0,0,0,0,0,0,0,0,0,0,0.0379638671875,-0.015411376953125,0,0,0,0,0,0,0,0,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,NORMAL
2024-06-19 11:31:30,533.533,__main___datalogs,INFO,0.9923453330993652,JoyConState.NORMAL,0.000000,0.000000,0.000000,0.000000, 0.000000, 1989.000000, 1523.000000, 0.000000, 0.000000, 1585.000000, 26.242857,0,0,0,0,0,0,0,0,0,0,0,0.0379638671875,-0.015411376953125,0,0,0,0,0,0,0,0,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,NORMAL
2024-06-19 11:31:30,630.630,__main___datalogs,INFO,1.089087724685669,JoyConState.NORMAL,0.000000,0.000000,0.000000,0.000000, 0.000000, 1989.000000, 1523.000000, 0.000000, 0.000000, 1585.000000, 26.242857,0,0,0,0,0,0,0,0,0,0,0,0.0379638671875,-0.015411376953125,0,0,0,0,0,0,0,0,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,NORMAL
2024-06-19 11:31:30,741.741,__main___datalogs,INFO,1.199798822402954,JoyConState.NORMAL,0.000000,0.000000,0.000000,0.000000, 0.000000, 1989.000000, 1523.000000, 0.000000, 0.000000, 1585.000000, 26.242857,0,0,0,0,0,0,0,0,0,0,0,0.0379638671875,-0.015411376953125,0,0,0,0,0,0,0,0,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,NORMAL
2024-06-19 11:31:30,838.838,__main___datalogs,INFO,1.2965314388275146,JoyConState.NORMAL,0.000000,0.000000,0.000000,0.000000, 0.062857, 1989.000000, 1523.000000, 0.000000, 0.000000, 1587.000000, 26.305714,0,0,0,0,0,0,0,0,0,0,0,0.0379638671875,-0.015411376953125,0,0,0,0,0,0,0,0,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,NORMAL
2024-06-19 11:31:30,949.949,__main___datalogs,INFO,1.4082324504852295,JoyConState.NORMAL,0.000000,0.000000,0.000000,0.000000, 0.062857, 1990.000000, 1523.000000, 0.000000, 0.000000, 1587.000000, 26.305714,0,0,0,0,0,0,0,0,0,0,0,0.0379638671875,-0.015411376953125,0,0,0,0,0,0,0,0,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,NORMAL
2024-06-19 11:31:31,046.046,__main___datalogs,INFO,1.5049738883972168,JoyConState.NORMAL,0.000000,0.000000,0.000000,0.000000, 0.000000, 1989.000000, 1524.000000, 0.000000, 0.000000, 1585.000000, 26.242857,0,0,0,0,0,0,0,0,0,0,0,0.0379638671875,-0.015411376953125,0,0,0,0,0,0,0,0,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,Object notstarted,NORMAL
